,label,code,entity
10934,8500-8599 Poistoeron lisäys (vähennys),3305145,KKNR
10935,8500 Poistoeron lisäys,1781049,KKNR
10936,8550 Poistoeron vähennys,1795161,KKNR
10937,8600-8699 Varausten lisäys (vähennys),1809273,KKNR
10938,8600 Varausten lisäys,1823385,KKNR
10939,8650 Varausten vähennys,1837497,KKNR
10940,8700-8759 Rahastojen lisäys (vähennys),1851609,KKNR
10941,8700 Rahastojen lisäys,1865721,KKNR
10942,8750 Rahastojen vähennys,1879833,KKNR
10943,8800-8800 Tilikauden ylijäämä (alijäämä),3573273,KKNR
10944,"8800 Tilikauden ylijäämä (alijäämä), tili",3164025,KKNR
10945,Luontoisetujen raha-arvot,525081,KKNR
10946,Palautusjärjestelmän arvonlisävero käyttötaloudesta,412185,KKNR
10947,Toimintatuotot,3319258,KKNR
10948,3000-3199 Myyntituotot,3333370,KKNR
10949,"3005 Myyntituotot, tili",3051130,KKNR
10950,3200-3299 Maksutuotot,3361594,KKNR
10951,"3295 Maksutuotot, tili",3065242,KKNR
10952,3300-3399 Tuet ja avustukset,3375706,KKNR
10953,3300 Tuet ja avustukset (muilta),2232634,KKNR
10954,3350 Tuet ja avustukset muilta kunnilta,2938234,KKNR
10955,3390 Palkkatuki,1893946,KKNR
10956,3400-3559 Muut toimintatuotot,3389818,KKNR
10957,3400-3499 Vuokratuotot,3403930,KKNR
10958,"3499 Vuokratuotot, muut",2204410,KKNR
10959,3440 Maa- ja vesialueiden vuokratuotot,2218522,KKNR
10960,3500-3559 Muut tuotot,793210,KKNR
10961,3510 Pysyvien vastaavien hyödykkeiden luovutusvoitot,779098,KKNR
10962,3521 Vakuutusyhtiöiden vahinkovakuutuskorvaukset,1922170,KKNR
10963,"3530 Muut tuotot, erittelemättömät",807322,KKNR
10964,3536 Sakot ja uhkasakot,1216570,KKNR
10965,3700-3799 Valmistus omaan käyttöön,2881786,KKNR
10966,"3710 Valmistus omaan käyttöön, tili",3079354,KKNR
10967,Toimintakulut,3418042,KKNR
10968,4000-4299 Henkilöstökulut,3276922,KKNR
10969,4000-4099 Palkat ja palkkiot,3347482,KKNR
10970,4000 Maksetut palkat ja palkkiot,2246746,KKNR
10971,4060 Jaksotetut palkat ja palkkiot,2260858,KKNR
10972,4065 Aktivoidut palkat ja palkkiot,2274970,KKNR
10973,4090 Henkilöstökorvaukset,2289082,KKNR
10974,4100-4229 Henkilösivukulut,3488602,KKNR
10975,4100-4149 Eläkekulut,3587386,KKNR
10976,4110 Eläkevakuutusmaksut,2303194,KKNR
10977,4120 Maksetut eläkkeet,2317306,KKNR
10978,4130 Jaksotetut eläkekulut,2331418,KKNR
10979,4135 Aktivoidut eläkemenot,2345530,KKNR
10980,4150-4229 Muut henkilösivukulut,4321210,KKNR
10981,"4210 Muut henkilösivukulut, erittelemättömät",2373754,KKNR
10982,4190 Jaksotetut  sosiaalivakuutusmaksut,2387866,KKNR
10983,4200 Aktivoidut sosiaalivakuutusmaksut,2401978,KKNR
10984,4300-4499 Palvelujen ostot,383962,KKNR
10985,4300-4339 Asiakaspalvelujen ostot,2416090,KKNR
10986,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430202,KKNR
10987,4315 Palveluseteli,2444314,KKNR
10988,4340-4499 Muiden palvelujen ostot,2458426,KKNR
10989,4340 Asiantuntijapalvelut,2740666,KKNR
10990,4341 Toimistopalvelut,2754778,KKNR
10991,4342 ICT-palvelut,2472538,KKNR
10992,4344 Rahoitus- ja pankkipalvelut,2486650,KKNR
10993,4346 Työvoiman vuokraus,2500762,KKNR
10994,"4350 Painatukset, ilmoitukset ja markkinointi",2514874,KKNR
10995,4360 Posti- ja kuriiripalvelut,2528986,KKNR
10996,4370 Vakuutukset,2867674,KKNR
10997,4380 Puhtaanapito- ja pesulapalvelut,2543098,KKNR
10998,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557210,KKNR
10999,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571322,KKNR
11000,4410 Majoitus- ja ravitsemispalvelut,2585434,KKNR
11001,4420 Matkustus- ja kuljetuspalvelut,2599546,KKNR
11002,4430 Sosiaali- ja terveyspalvelut,2613658,KKNR
11003,4440 Koulutus- ja kulttuuripalvelut,2627770,KKNR
11004,4445 Koulutuskorvaukset työnantajille,2924122,KKNR
11005,4450 Osuus verotuskustannuksiin,2641882,KKNR
11006,4460 Muut yhteistoimintaosuudet,2655994,KKNR
11007,4470 Muut palvelut,2670106,KKNR
11008,4480 Aktivoidut palvelujen ostot,2684218,KKNR
11009,"4500-4699 Aineet, tarvikkeet ja tavarat",426298,KKNR
11010,4500-4699 Ostot tilikauden aikana,3559162,KKNR
11011,4500 Toimisto- ja koulutarvikkeet,1936282,KKNR
11012,4510 Kirjallisuus,1950394,KKNR
11013,4520 Elintarvikkeet,1964506,KKNR
11014,4530 Vaatteisto,1978618,KKNR
11015,4533 Lääkkeet,2768890,KKNR
11016,4534 Hoitotarvikkeet,2783002,KKNR
11017,4550 Puhdistusaineet ja -tarvikkeet,1992730,KKNR
11018,4560 Poltto- ja voiteluaineet,2006842,KKNR
11019,4568 Lämmitys,2020954,KKNR
11020,4569 Sähkö ja kaasu,2035066,KKNR
11021,4570 Vesi,2049178,KKNR
11022,4580 Kalusto,2063290,KKNR
11023,4590 Rakennusmateriaali,2077402,KKNR
11024,4600 Muu materiaali,2091514,KKNR
11025,"4640 Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",2105626,KKNR
11026,4700-4799 Avustukset,3432154,KKNR
11027,4700 - 4739 Avustukset kotitalouksille,2119738,KKNR
11028,"4710 Omaishoidon tuki, hoitopalkkiot",2797114,KKNR
11029,4712 Kotihoidon tuki,2952346,KKNR
11030,4713 Kotihoidon tuen kuntalisä,2966458,KKNR
11031,4714 Yksityisen hoidon tuki,2980570,KKNR
11032,4715 Yksityisen hoidon tuen kuntalisä,2994682,KKNR
11033,4716 Osittainen hoitoraha,3008794,KKNR
11034,4717 Joustava hoitoraha,3022906,KKNR
11035,4721 Täydentävä toimeentulotuki,2811226,KKNR
11036,4722 Ehkäisevä toimeentulotuki,2825338,KKNR
11037,4723 Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,2726554,KKNR
11038,4739 Muut avustukset kotitalouksille,2133850,KKNR
11039,4742 Avustukset yhteisöille,2147962,KKNR
11040,4800-4995 Muut toimintakulut,3446266,KKNR
11041,4800-4899 Vuokrakulut,2698330,KKNR
11042,4810 Maa- ja vesialueiden vuokrakulut,1908058,KKNR
11043,4820 Rakennusten ja huoneistojen vuokrat,2162074,KKNR
11044,4830 Koneiden ja laitteiden vuokrat,2176186,KKNR
11045,4890 Muut vuokrat,2190298,KKNR
11046,4899 Aktivoidut vuokrakulut,3037018,KKNR
11047,4900-4995 Muut kulut,2712442,KKNR
11048,4901 Jätevero,821434,KKNR
11049,4910 Muut välilliset ja välittömät verot,835546,KKNR
11050,4920 Pysyvien vastaavien hyödykkeiden luovutustappiot,849658,KKNR
11051,4921 Luottotappiot toimintatuotoista (myyntisaamiset),1089562,KKNR
11052,4930 Takaustappiot,1103674,KKNR
11053,4931 Takauskorvausten takaisinperinnät,1117786,KKNR
11054,"4940 Muut toimintakulut, erittelemättömät",1131898,KKNR
11055,4990 Aktivoidut muut kulut,1146010,KKNR
11056,5000-5499 Verotulot,3460378,KKNR
11057,5000 Kunnan tulovero,3474490,KKNR
11058,5100 Kiinteistövero,1160122,KKNR
11059,5200 Osuus yhteisöveron tuotosta,3502714,KKNR
11060,5400 Muut verotulot,3516826,KKNR
11061,5500-5899 Valtionosuudet,3530938,KKNR
11062,5501-5503 Kunnan peruspalvelujen valtionosuus,1174234,KKNR
11063,5501 Kunnan peruspalvelujen valtionosuus (ilman tasauksia),1188346,KKNR
11064,5502 Verotuloihin perustuva valtionosuuksien tasaus,1202458,KKNR
11065,5503 Järjestelmämuutoksen tasaus,1230682,KKNR
11066,5700-5899 Muut valtionosuudet,1244794,KKNR
11067,5701 Opetus- ja kulttuuritoimen muut valtionosuudet,1258906,KKNR
11068,5801 Harkinnanvarainen valtionosuuden korotus,1273018,KKNR
11069,5850 Muut erittelemättömät valtionosuudet,1287130,KKNR
11070,5890 Verotulojen menetysten kompensaatio,3291034,KKNR
11071,6000-6999 Rahoitustuotot ja -kulut + (-),510970,KKNR
11072,6000-6099 Korkotuotot,496858,KKNR
11073,6040 Korkotuotot antolainoista,1301242,KKNR
11074,6050 Muut korkotuotot,1315354,KKNR
11075,6055 Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),2895898,KKNR
11076,6100-6199 Muut rahoitustuotot,482746,KKNR
11077,6100 Osinkotuotot ja osuuspääomien korot,1329466,KKNR
11078,6115 Korvaus peruspääomasta,1343578,KKNR
11079,6116 Korvaus jäännöspääomasta,1357690,KKNR
11080,6120 Verotilitysten korot ja korotukset,1371802,KKNR
11081,6130 Viivästyskorot,1385914,KKNR
11082,6140 Peruspääoman korot kuntayhtymiltä,1400026,KKNR
11083,6150 Kurssivoitot rahoituslainoista,1414138,KKNR
11084,6160 Arvopapereiden luovutusvoitot,1428250,KKNR
11085,6169 Korkojohdannaisiin liittyvät tuotot (ei-suojaava),1442362,KKNR
11086,6170 Muut erittelemättömät rahoitustuotot,1456474,KKNR
11087,6176 Takausprovisiot,1470586,KKNR
11088,6180 Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),1484698,KKNR
11089,6200-6299 Korkokulut,454522,KKNR
11090,6255 Korkokulut lainoista ulkopuolisilta,2839450,KKNR
11091,6270 Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),2910010,KKNR
11092,6300-6399 Muut rahoituskulut,468634,KKNR
11093,6330 Kurssitappiot rahoituslainoista,1498810,KKNR
11094,6335 Arvopapereiden luovutustappiot,1512922,KKNR
11095,6360 Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,1527034,KKNR
11096,6370 Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),1541146,KKNR
11097,6379 Korkojohdannaisiin liittyvät kulut (ei-suojaava),1555258,KKNR
11098,6380 Muut erittelemättömät rahoituskulut,1569370,KKNR
11099,7000-7299 Poistot ja arvonalentumiset,3206362,KKNR
11100,7100-7199 Suunnitelman mukaiset poistot,3220474,KKNR
11101,"7170 Suunnitelman mukaiset poistot, erittelemättömät",1583482,KKNR
11102,7180 Kertaluonteiset poistot,1597594,KKNR
11103,"7190 Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot (epäolennaiset, ellei muissa tuotoissa/kuluissa)",1611706,KKNR
11104,7230-7299 Arvonalentumiset,3545050,KKNR
11105,7230 Pysyvien vastaavien hyödykkeiden arvonalentumiset,1625818,KKNR
11106,7240 Muut arvonalentumiset,1639930,KKNR
11107,8000-8199 Satunnaiset erät + (-),3262810,KKNR
11108,8000-8099 Satunnaiset tuotot,3248698,KKNR
11109,"8000 Satunnaiset tuotot, pysyvien vastaavien hyödykkeiden luovutusvoitot",1654042,KKNR
11110,"8010 Satunnaiset tuotot, omistusosuuksien luovutukset",1668154,KKNR
11111,"8020 Satunnaiset tuotot, vahingonkorvaukset ja sopimussakot",1682266,KKNR
11112,8050 Muut satunnaiset tuotot,1696378,KKNR
11113,8100-8199 Satunnaiset kulut,3234586,KKNR
11114,"8100 Satunnaiset kulut, pysyvien vastaavien hyödykkeiden luovutustappiot",1710490,KKNR
11115,"8110 Satunnaiset kulut, omistusosuuksien luovutukset",1724602,KKNR
11116,"8120 Satunnaiset kulut, vahingonkorvaukset ja sopimussakot",1738714,KKNR
11117,8130 Annetut akordit ja konserniavustukset,1752826,KKNR
11118,8150 Muut satunnaiset kulut,1766938,KKNR
11119,8500-8599 Poistoeron lisäys (vähennys),3305146,KKNR
11120,8500 Poistoeron lisäys,1781050,KKNR
11121,8550 Poistoeron vähennys,1795162,KKNR
11122,8600-8699 Varausten lisäys (vähennys),1809274,KKNR
11123,8600 Varausten lisäys,1823386,KKNR
11124,8650 Varausten vähennys,1837498,KKNR
11125,8700-8759 Rahastojen lisäys (vähennys),1851610,KKNR
11126,8700 Rahastojen lisäys,1865722,KKNR
11127,8750 Rahastojen vähennys,1879834,KKNR
11128,8800-8800 Tilikauden ylijäämä (alijäämä),3573274,KKNR
11129,"8800 Tilikauden ylijäämä (alijäämä), tili",3164026,KKNR
11130,Luontoisetujen raha-arvot,525082,KKNR
11131,Palautusjärjestelmän arvonlisävero käyttötaloudesta,412186,KKNR
11132,Toimintatuotot,3319259,KKNR
11133,3000-3199 Myyntituotot,3333371,KKNR
11134,"3005 Myyntituotot, tili",3051131,KKNR
11135,3200-3299 Maksutuotot,3361595,KKNR
11136,"3295 Maksutuotot, tili",3065243,KKNR
11137,3300-3399 Tuet ja avustukset,3375707,KKNR
11138,3300 Tuet ja avustukset (muilta),2232635,KKNR
11139,3350 Tuet ja avustukset muilta kunnilta,2938235,KKNR
11140,3390 Palkkatuki,1893947,KKNR
11141,3400-3559 Muut toimintatuotot,3389819,KKNR
11142,3400-3499 Vuokratuotot,3403931,KKNR
11143,"3499 Vuokratuotot, muut",2204411,KKNR
11144,3440 Maa- ja vesialueiden vuokratuotot,2218523,KKNR
11145,3500-3559 Muut tuotot,793211,KKNR
11146,3510 Pysyvien vastaavien hyödykkeiden luovutusvoitot,779099,KKNR
11147,3521 Vakuutusyhtiöiden vahinkovakuutuskorvaukset,1922171,KKNR
11148,"3530 Muut tuotot, erittelemättömät",807323,KKNR
11149,3536 Sakot ja uhkasakot,1216571,KKNR
11150,3700-3799 Valmistus omaan käyttöön,2881787,KKNR
11151,"3710 Valmistus omaan käyttöön, tili",3079355,KKNR
11152,Toimintakulut,3418043,KKNR
11153,4000-4299 Henkilöstökulut,3276923,KKNR
11154,4000-4099 Palkat ja palkkiot,3347483,KKNR
11155,4000 Maksetut palkat ja palkkiot,2246747,KKNR
11156,4060 Jaksotetut palkat ja palkkiot,2260859,KKNR
11157,4065 Aktivoidut palkat ja palkkiot,2274971,KKNR
11158,4090 Henkilöstökorvaukset,2289083,KKNR
11159,4100-4229 Henkilösivukulut,3488603,KKNR
11160,4100-4149 Eläkekulut,3587387,KKNR
11161,4110 Eläkevakuutusmaksut,2303195,KKNR
11162,4120 Maksetut eläkkeet,2317307,KKNR
11163,4130 Jaksotetut eläkekulut,2331419,KKNR
11164,4135 Aktivoidut eläkemenot,2345531,KKNR
11165,4150-4229 Muut henkilösivukulut,4321211,KKNR
11166,"4210 Muut henkilösivukulut, erittelemättömät",2373755,KKNR
11167,4190 Jaksotetut  sosiaalivakuutusmaksut,2387867,KKNR
11168,4200 Aktivoidut sosiaalivakuutusmaksut,2401979,KKNR
11169,4300-4499 Palvelujen ostot,383963,KKNR
11170,4300-4339 Asiakaspalvelujen ostot,2416091,KKNR
11171,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430203,KKNR
11172,4315 Palveluseteli,2444315,KKNR
11173,4340-4499 Muiden palvelujen ostot,2458427,KKNR
11174,4340 Asiantuntijapalvelut,2740667,KKNR
11175,4341 Toimistopalvelut,2754779,KKNR
11176,4342 ICT-palvelut,2472539,KKNR
11177,4344 Rahoitus- ja pankkipalvelut,2486651,KKNR
11178,4346 Työvoiman vuokraus,2500763,KKNR
11179,"4350 Painatukset, ilmoitukset ja markkinointi",2514875,KKNR
11180,4360 Posti- ja kuriiripalvelut,2528987,KKNR
11181,4370 Vakuutukset,2867675,KKNR
11182,4380 Puhtaanapito- ja pesulapalvelut,2543099,KKNR
11183,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557211,KKNR
11184,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571323,KKNR
11185,4410 Majoitus- ja ravitsemispalvelut,2585435,KKNR
11186,4420 Matkustus- ja kuljetuspalvelut,2599547,KKNR
11187,4430 Sosiaali- ja terveyspalvelut,2613659,KKNR
11188,4440 Koulutus- ja kulttuuripalvelut,2627771,KKNR
11189,4445 Koulutuskorvaukset työnantajille,2924123,KKNR
11190,4450 Osuus verotuskustannuksiin,2641883,KKNR
11191,4460 Muut yhteistoimintaosuudet,2655995,KKNR
11192,4470 Muut palvelut,2670107,KKNR
11193,4480 Aktivoidut palvelujen ostot,2684219,KKNR
11194,"4500-4699 Aineet, tarvikkeet ja tavarat",426299,KKNR
11195,4500-4699 Ostot tilikauden aikana,3559163,KKNR
11196,4500 Toimisto- ja koulutarvikkeet,1936283,KKNR
11197,4510 Kirjallisuus,1950395,KKNR
11198,4520 Elintarvikkeet,1964507,KKNR
11199,4530 Vaatteisto,1978619,KKNR
11200,4533 Lääkkeet,2768891,KKNR
11201,4534 Hoitotarvikkeet,2783003,KKNR
11202,4550 Puhdistusaineet ja -tarvikkeet,1992731,KKNR
11203,4560 Poltto- ja voiteluaineet,2006843,KKNR
11204,4568 Lämmitys,2020955,KKNR
11205,4569 Sähkö ja kaasu,2035067,KKNR
11206,4570 Vesi,2049179,KKNR
11207,4580 Kalusto,2063291,KKNR
11208,4590 Rakennusmateriaali,2077403,KKNR
11209,4600 Muu materiaali,2091515,KKNR
11210,"4640 Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",2105627,KKNR
11211,4700-4799 Avustukset,3432155,KKNR
11212,4700 - 4739 Avustukset kotitalouksille,2119739,KKNR
11213,"4710 Omaishoidon tuki, hoitopalkkiot",2797115,KKNR
11214,4712 Kotihoidon tuki,2952347,KKNR
11215,4713 Kotihoidon tuen kuntalisä,2966459,KKNR
11216,4714 Yksityisen hoidon tuki,2980571,KKNR
11217,4715 Yksityisen hoidon tuen kuntalisä,2994683,KKNR
11218,4716 Osittainen hoitoraha,3008795,KKNR
11219,4717 Joustava hoitoraha,3022907,KKNR
11220,4721 Täydentävä toimeentulotuki,2811227,KKNR
11221,4722 Ehkäisevä toimeentulotuki,2825339,KKNR
11222,4723 Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,2726555,KKNR
11223,4739 Muut avustukset kotitalouksille,2133851,KKNR
11224,4742 Avustukset yhteisöille,2147963,KKNR
11225,4800-4995 Muut toimintakulut,3446267,KKNR
11226,4800-4899 Vuokrakulut,2698331,KKNR
11227,4810 Maa- ja vesialueiden vuokrakulut,1908059,KKNR
11228,4820 Rakennusten ja huoneistojen vuokrat,2162075,KKNR
11229,4830 Koneiden ja laitteiden vuokrat,2176187,KKNR
11230,4890 Muut vuokrat,2190299,KKNR
11231,4899 Aktivoidut vuokrakulut,3037019,KKNR
11232,4900-4995 Muut kulut,2712443,KKNR
11233,4901 Jätevero,821435,KKNR
11234,4910 Muut välilliset ja välittömät verot,835547,KKNR
11235,4920 Pysyvien vastaavien hyödykkeiden luovutustappiot,849659,KKNR
11236,4921 Luottotappiot toimintatuotoista (myyntisaamiset),1089563,KKNR
11237,4930 Takaustappiot,1103675,KKNR
11238,4931 Takauskorvausten takaisinperinnät,1117787,KKNR
11239,"4940 Muut toimintakulut, erittelemättömät",1131899,KKNR
11240,4990 Aktivoidut muut kulut,1146011,KKNR
11241,5000-5499 Verotulot,3460379,KKNR
11242,5000 Kunnan tulovero,3474491,KKNR
11243,5100 Kiinteistövero,1160123,KKNR
11244,5200 Osuus yhteisöveron tuotosta,3502715,KKNR
11245,5400 Muut verotulot,3516827,KKNR
11246,5500-5899 Valtionosuudet,3530939,KKNR
11247,5501-5503 Kunnan peruspalvelujen valtionosuus,1174235,KKNR
11248,5501 Kunnan peruspalvelujen valtionosuus (ilman tasauksia),1188347,KKNR
11249,5502 Verotuloihin perustuva valtionosuuksien tasaus,1202459,KKNR
11250,5503 Järjestelmämuutoksen tasaus,1230683,KKNR
11251,5700-5899 Muut valtionosuudet,1244795,KKNR
11252,5701 Opetus- ja kulttuuritoimen muut valtionosuudet,1258907,KKNR
11253,5801 Harkinnanvarainen valtionosuuden korotus,1273019,KKNR
11254,5850 Muut erittelemättömät valtionosuudet,1287131,KKNR
11255,5890 Verotulojen menetysten kompensaatio,3291035,KKNR
11256,6000-6999 Rahoitustuotot ja -kulut + (-),510971,KKNR
11257,6000-6099 Korkotuotot,496859,KKNR
11258,6040 Korkotuotot antolainoista,1301243,KKNR
11259,6050 Muut korkotuotot,1315355,KKNR
11260,6055 Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),2895899,KKNR
11261,6100-6199 Muut rahoitustuotot,482747,KKNR
11262,6100 Osinkotuotot ja osuuspääomien korot,1329467,KKNR
11263,6115 Korvaus peruspääomasta,1343579,KKNR
11264,6116 Korvaus jäännöspääomasta,1357691,KKNR
11265,6120 Verotilitysten korot ja korotukset,1371803,KKNR
11266,6130 Viivästyskorot,1385915,KKNR
11267,6140 Peruspääoman korot kuntayhtymiltä,1400027,KKNR
11268,6150 Kurssivoitot rahoituslainoista,1414139,KKNR
11269,6160 Arvopapereiden luovutusvoitot,1428251,KKNR
11270,6169 Korkojohdannaisiin liittyvät tuotot (ei-suojaava),1442363,KKNR
11271,6170 Muut erittelemättömät rahoitustuotot,1456475,KKNR
11272,6176 Takausprovisiot,1470587,KKNR
11273,6180 Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),1484699,KKNR
11274,6200-6299 Korkokulut,454523,KKNR
11275,6255 Korkokulut lainoista ulkopuolisilta,2839451,KKNR
11276,6270 Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),2910011,KKNR
11277,6300-6399 Muut rahoituskulut,468635,KKNR
11278,6330 Kurssitappiot rahoituslainoista,1498811,KKNR
11279,6335 Arvopapereiden luovutustappiot,1512923,KKNR
11280,6360 Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,1527035,KKNR
11281,6370 Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),1541147,KKNR
11282,6379 Korkojohdannaisiin liittyvät kulut (ei-suojaava),1555259,KKNR
11283,6380 Muut erittelemättömät rahoituskulut,1569371,KKNR
11284,7000-7299 Poistot ja arvonalentumiset,3206363,KKNR
11285,7100-7199 Suunnitelman mukaiset poistot,3220475,KKNR
11286,"7170 Suunnitelman mukaiset poistot, erittelemättömät",1583483,KKNR
11287,7180 Kertaluonteiset poistot,1597595,KKNR
11288,"7190 Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot (epäolennaiset, ellei muissa tuotoissa/kuluissa)",1611707,KKNR
11289,7230-7299 Arvonalentumiset,3545051,KKNR
11290,7230 Pysyvien vastaavien hyödykkeiden arvonalentumiset,1625819,KKNR
11291,7240 Muut arvonalentumiset,1639931,KKNR
11292,8000-8199 Satunnaiset erät + (-),3262811,KKNR
11293,8000-8099 Satunnaiset tuotot,3248699,KKNR
11294,"8000 Satunnaiset tuotot, pysyvien vastaavien hyödykkeiden luovutusvoitot",1654043,KKNR
11295,"8010 Satunnaiset tuotot, omistusosuuksien luovutukset",1668155,KKNR
11296,"8020 Satunnaiset tuotot, vahingonkorvaukset ja sopimussakot",1682267,KKNR
11297,8050 Muut satunnaiset tuotot,1696379,KKNR
11298,8100-8199 Satunnaiset kulut,3234587,KKNR
11299,"8100 Satunnaiset kulut, pysyvien vastaavien hyödykkeiden luovutustappiot",1710491,KKNR
11300,"8110 Satunnaiset kulut, omistusosuuksien luovutukset",1724603,KKNR
11301,"8120 Satunnaiset kulut, vahingonkorvaukset ja sopimussakot",1738715,KKNR
11302,8130 Annetut akordit ja konserniavustukset,1752827,KKNR
11303,8150 Muut satunnaiset kulut,1766939,KKNR
11304,8500-8599 Poistoeron lisäys (vähennys),3305147,KKNR
11305,8500 Poistoeron lisäys,1781051,KKNR
11306,8550 Poistoeron vähennys,1795163,KKNR
11307,8600-8699 Varausten lisäys (vähennys),1809275,KKNR
11308,8600 Varausten lisäys,1823387,KKNR
11309,8650 Varausten vähennys,1837499,KKNR
11310,8700-8759 Rahastojen lisäys (vähennys),1851611,KKNR
11311,8700 Rahastojen lisäys,1865723,KKNR
11312,8750 Rahastojen vähennys,1879835,KKNR
11313,8800-8800 Tilikauden ylijäämä (alijäämä),3573275,KKNR
11314,"8800 Tilikauden ylijäämä (alijäämä), tili",3164027,KKNR
11315,Luontoisetujen raha-arvot,525083,KKNR
11316,Palautusjärjestelmän arvonlisävero käyttötaloudesta,412187,KKNR
11317,Toimintatuotot,3319260,KKNR
11318,3000-3199 Myyntituotot,3333372,KKNR
11319,"3005 Myyntituotot, tili",3051132,KKNR
11320,3200-3299 Maksutuotot,3361596,KKNR
11321,"3295 Maksutuotot, tili",3065244,KKNR
11322,3300-3399 Tuet ja avustukset,3375708,KKNR
11323,3300 Tuet ja avustukset (muilta),2232636,KKNR
11324,3350 Tuet ja avustukset muilta kunnilta,2938236,KKNR
11325,3390 Palkkatuki,1893948,KKNR
11326,3400-3559 Muut toimintatuotot,3389820,KKNR
11327,3400-3499 Vuokratuotot,3403932,KKNR
11328,"3499 Vuokratuotot, muut",2204412,KKNR
11329,3440 Maa- ja vesialueiden vuokratuotot,2218524,KKNR
11330,3500-3559 Muut tuotot,793212,KKNR
11331,3510 Pysyvien vastaavien hyödykkeiden luovutusvoitot,779100,KKNR
11332,3521 Vakuutusyhtiöiden vahinkovakuutuskorvaukset,1922172,KKNR
11333,"3530 Muut tuotot, erittelemättömät",807324,KKNR
11334,3536 Sakot ja uhkasakot,1216572,KKNR
11335,3700-3799 Valmistus omaan käyttöön,2881788,KKNR
11336,"3710 Valmistus omaan käyttöön, tili",3079356,KKNR
11337,Toimintakulut,3418044,KKNR
11338,4000-4299 Henkilöstökulut,3276924,KKNR
11339,4000-4099 Palkat ja palkkiot,3347484,KKNR
11340,4000 Maksetut palkat ja palkkiot,2246748,KKNR
11341,4060 Jaksotetut palkat ja palkkiot,2260860,KKNR
11342,4065 Aktivoidut palkat ja palkkiot,2274972,KKNR
11343,4090 Henkilöstökorvaukset,2289084,KKNR
11344,4100-4229 Henkilösivukulut,3488604,KKNR
11345,4100-4149 Eläkekulut,3587388,KKNR
11346,4110 Eläkevakuutusmaksut,2303196,KKNR
11347,4120 Maksetut eläkkeet,2317308,KKNR
11348,4130 Jaksotetut eläkekulut,2331420,KKNR
11349,4135 Aktivoidut eläkemenot,2345532,KKNR
11350,4150-4229 Muut henkilösivukulut,4321212,KKNR
11351,"4210 Muut henkilösivukulut, erittelemättömät",2373756,KKNR
11352,4190 Jaksotetut  sosiaalivakuutusmaksut,2387868,KKNR
11353,4200 Aktivoidut sosiaalivakuutusmaksut,2401980,KKNR
11354,4300-4499 Palvelujen ostot,383964,KKNR
11355,4300-4339 Asiakaspalvelujen ostot,2416092,KKNR
11356,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430204,KKNR
11357,4315 Palveluseteli,2444316,KKNR
11358,4340-4499 Muiden palvelujen ostot,2458428,KKNR
11359,4340 Asiantuntijapalvelut,2740668,KKNR
11360,4341 Toimistopalvelut,2754780,KKNR
11361,4342 ICT-palvelut,2472540,KKNR
11362,4344 Rahoitus- ja pankkipalvelut,2486652,KKNR
11363,4346 Työvoiman vuokraus,2500764,KKNR
11364,"4350 Painatukset, ilmoitukset ja markkinointi",2514876,KKNR
11365,4360 Posti- ja kuriiripalvelut,2528988,KKNR
11366,4370 Vakuutukset,2867676,KKNR
11367,4380 Puhtaanapito- ja pesulapalvelut,2543100,KKNR
11368,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557212,KKNR
11369,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571324,KKNR
11370,4410 Majoitus- ja ravitsemispalvelut,2585436,KKNR
11371,4420 Matkustus- ja kuljetuspalvelut,2599548,KKNR
