,label,code,entity
2827,Toimintakulut,3417998,KKNR
2828,4000-4299 Henkilöstökulut,3276878,KKNR
2829,4000-4099 Palkat ja palkkiot,3347438,KKNR
2830,4000 Maksetut palkat ja palkkiot,2246702,KKNR
2831,4060 Jaksotetut palkat ja palkkiot,2260814,KKNR
2832,4065 Aktivoidut palkat ja palkkiot,2274926,KKNR
2833,4090 Henkilöstökorvaukset,2289038,KKNR
2834,4100-4229 Henkilösivukulut,3488558,KKNR
2835,4100-4149 Eläkekulut,3587342,KKNR
2836,4110 Eläkevakuutusmaksut,2303150,KKNR
2837,4120 Maksetut eläkkeet,2317262,KKNR
2838,4130 Jaksotetut eläkekulut,2331374,KKNR
2839,4135 Aktivoidut eläkemenot,2345486,KKNR
2840,4150-4229 Muut henkilösivukulut,4321166,KKNR
2841,"4210 Muut henkilösivukulut, erittelemättömät",2373710,KKNR
2842,4190 Jaksotetut  sosiaalivakuutusmaksut,2387822,KKNR
2843,4200 Aktivoidut sosiaalivakuutusmaksut,2401934,KKNR
2844,4300-4499 Palvelujen ostot,383918,KKNR
2845,4300-4339 Asiakaspalvelujen ostot,2416046,KKNR
2846,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430158,KKNR
2847,4315 Palveluseteli,2444270,KKNR
2848,4340-4499 Muiden palvelujen ostot,2458382,KKNR
2849,4340 Asiantuntijapalvelut,2740622,KKNR
2850,4341 Toimistopalvelut,2754734,KKNR
2851,4342 ICT-palvelut,2472494,KKNR
2852,4344 Rahoitus- ja pankkipalvelut,2486606,KKNR
2853,4346 Työvoiman vuokraus,2500718,KKNR
2854,"4350 Painatukset, ilmoitukset ja markkinointi",2514830,KKNR
2855,4360 Posti- ja kuriiripalvelut,2528942,KKNR
2856,4370 Vakuutukset,2867630,KKNR
2857,4380 Puhtaanapito- ja pesulapalvelut,2543054,KKNR
2858,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557166,KKNR
2859,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571278,KKNR
2860,4410 Majoitus- ja ravitsemispalvelut,2585390,KKNR
2861,4420 Matkustus- ja kuljetuspalvelut,2599502,KKNR
2862,4430 Sosiaali- ja terveyspalvelut,2613614,KKNR
2863,4440 Koulutus- ja kulttuuripalvelut,2627726,KKNR
2864,4445 Koulutuskorvaukset työnantajille,2924078,KKNR
2865,4450 Osuus verotuskustannuksiin,2641838,KKNR
2866,4460 Muut yhteistoimintaosuudet,2655950,KKNR
2867,4470 Muut palvelut,2670062,KKNR
2868,4480 Aktivoidut palvelujen ostot,2684174,KKNR
2869,"4500-4699 Aineet, tarvikkeet ja tavarat",426254,KKNR
2870,4500-4699 Ostot tilikauden aikana,3559118,KKNR
2871,4500 Toimisto- ja koulutarvikkeet,1936238,KKNR
2872,4510 Kirjallisuus,1950350,KKNR
2873,4520 Elintarvikkeet,1964462,KKNR
2874,4530 Vaatteisto,1978574,KKNR
2875,4533 Lääkkeet,2768846,KKNR
2876,4534 Hoitotarvikkeet,2782958,KKNR
2877,4550 Puhdistusaineet ja -tarvikkeet,1992686,KKNR
2878,4560 Poltto- ja voiteluaineet,2006798,KKNR
2879,4568 Lämmitys,2020910,KKNR
2880,4569 Sähkö ja kaasu,2035022,KKNR
2881,4570 Vesi,2049134,KKNR
2882,4580 Kalusto,2063246,KKNR
2883,4590 Rakennusmateriaali,2077358,KKNR
2884,4600 Muu materiaali,2091470,KKNR
2885,"4640 Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",2105582,KKNR
2886,4700-4799 Avustukset,3432110,KKNR
2887,4700 - 4739 Avustukset kotitalouksille,2119694,KKNR
2888,"4710 Omaishoidon tuki, hoitopalkkiot",2797070,KKNR
2889,4712 Kotihoidon tuki,2952302,KKNR
2890,4713 Kotihoidon tuen kuntalisä,2966414,KKNR
2891,4714 Yksityisen hoidon tuki,2980526,KKNR
2892,4715 Yksityisen hoidon tuen kuntalisä,2994638,KKNR
2893,4716 Osittainen hoitoraha,3008750,KKNR
2894,4717 Joustava hoitoraha,3022862,KKNR
2895,4721 Täydentävä toimeentulotuki,2811182,KKNR
2896,4722 Ehkäisevä toimeentulotuki,2825294,KKNR
2897,4723 Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,2726510,KKNR
2898,4739 Muut avustukset kotitalouksille,2133806,KKNR
2899,4742 Avustukset yhteisöille,2147918,KKNR
2900,4800-4995 Muut toimintakulut,3446222,KKNR
2901,4800-4899 Vuokrakulut,2698286,KKNR
2902,4810 Maa- ja vesialueiden vuokrakulut,1908014,KKNR
2903,4820 Rakennusten ja huoneistojen vuokrat,2162030,KKNR
2904,4830 Koneiden ja laitteiden vuokrat,2176142,KKNR
2905,4890 Muut vuokrat,2190254,KKNR
2906,4899 Aktivoidut vuokrakulut,3036974,KKNR
2907,4900-4995 Muut kulut,2712398,KKNR
2908,4901 Jätevero,821390,KKNR
2909,4910 Muut välilliset ja välittömät verot,835502,KKNR
2910,4920 Pysyvien vastaavien hyödykkeiden luovutustappiot,849614,KKNR
2911,4921 Luottotappiot toimintatuotoista (myyntisaamiset),1089518,KKNR
2912,4930 Takaustappiot,1103630,KKNR
2913,4931 Takauskorvausten takaisinperinnät,1117742,KKNR
2914,"4940 Muut toimintakulut, erittelemättömät",1131854,KKNR
2915,4990 Aktivoidut muut kulut,1145966,KKNR
2916,5000-5499 Verotulot,3460334,KKNR
2917,5000 Kunnan tulovero,3474446,KKNR
2918,5100 Kiinteistövero,1160078,KKNR
2919,5200 Osuus yhteisöveron tuotosta,3502670,KKNR
2920,5400 Muut verotulot,3516782,KKNR
2921,5500-5899 Valtionosuudet,3530894,KKNR
2922,5501-5503 Kunnan peruspalvelujen valtionosuus,1174190,KKNR
2923,5501 Kunnan peruspalvelujen valtionosuus (ilman tasauksia),1188302,KKNR
2924,5502 Verotuloihin perustuva valtionosuuksien tasaus,1202414,KKNR
2925,5503 Järjestelmämuutoksen tasaus,1230638,KKNR
2926,5700-5899 Muut valtionosuudet,1244750,KKNR
2927,5701 Opetus- ja kulttuuritoimen muut valtionosuudet,1258862,KKNR
2928,5801 Harkinnanvarainen valtionosuuden korotus,1272974,KKNR
2929,5850 Muut erittelemättömät valtionosuudet,1287086,KKNR
2930,5890 Verotulojen menetysten kompensaatio,3290990,KKNR
2931,6000-6999 Rahoitustuotot ja -kulut + (-),510926,KKNR
2932,6000-6099 Korkotuotot,496814,KKNR
2933,6040 Korkotuotot antolainoista,1301198,KKNR
2934,6050 Muut korkotuotot,1315310,KKNR
2935,6055 Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),2895854,KKNR
2936,6100-6199 Muut rahoitustuotot,482702,KKNR
2937,6100 Osinkotuotot ja osuuspääomien korot,1329422,KKNR
2938,6115 Korvaus peruspääomasta,1343534,KKNR
2939,6116 Korvaus jäännöspääomasta,1357646,KKNR
2940,6120 Verotilitysten korot ja korotukset,1371758,KKNR
2941,6130 Viivästyskorot,1385870,KKNR
2942,6140 Peruspääoman korot kuntayhtymiltä,1399982,KKNR
2943,6150 Kurssivoitot rahoituslainoista,1414094,KKNR
2944,6160 Arvopapereiden luovutusvoitot,1428206,KKNR
2945,6169 Korkojohdannaisiin liittyvät tuotot (ei-suojaava),1442318,KKNR
2946,6170 Muut erittelemättömät rahoitustuotot,1456430,KKNR
2947,6176 Takausprovisiot,1470542,KKNR
2948,6180 Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),1484654,KKNR
2949,6200-6299 Korkokulut,454478,KKNR
2950,6255 Korkokulut lainoista ulkopuolisilta,2839406,KKNR
2951,6270 Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),2909966,KKNR
2952,6300-6399 Muut rahoituskulut,468590,KKNR
2953,6330 Kurssitappiot rahoituslainoista,1498766,KKNR
2954,6335 Arvopapereiden luovutustappiot,1512878,KKNR
2955,6360 Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,1526990,KKNR
2956,6370 Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),1541102,KKNR
2957,6379 Korkojohdannaisiin liittyvät kulut (ei-suojaava),1555214,KKNR
2958,6380 Muut erittelemättömät rahoituskulut,1569326,KKNR
2959,7000-7299 Poistot ja arvonalentumiset,3206318,KKNR
2960,7100-7199 Suunnitelman mukaiset poistot,3220430,KKNR
2961,"7170 Suunnitelman mukaiset poistot, erittelemättömät",1583438,KKNR
2962,7180 Kertaluonteiset poistot,1597550,KKNR
2963,"7190 Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot (epäolennaiset, ellei muissa tuotoissa/kuluissa)",1611662,KKNR
2964,7230-7299 Arvonalentumiset,3545006,KKNR
2965,7230 Pysyvien vastaavien hyödykkeiden arvonalentumiset,1625774,KKNR
2966,7240 Muut arvonalentumiset,1639886,KKNR
2967,8000-8199 Satunnaiset erät + (-),3262766,KKNR
2968,8000-8099 Satunnaiset tuotot,3248654,KKNR
2969,"8000 Satunnaiset tuotot, pysyvien vastaavien hyödykkeiden luovutusvoitot",1653998,KKNR
2970,"8010 Satunnaiset tuotot, omistusosuuksien luovutukset",1668110,KKNR
2971,"8020 Satunnaiset tuotot, vahingonkorvaukset ja sopimussakot",1682222,KKNR
2972,8050 Muut satunnaiset tuotot,1696334,KKNR
2973,8100-8199 Satunnaiset kulut,3234542,KKNR
2974,"8100 Satunnaiset kulut, pysyvien vastaavien hyödykkeiden luovutustappiot",1710446,KKNR
2975,"8110 Satunnaiset kulut, omistusosuuksien luovutukset",1724558,KKNR
2976,"8120 Satunnaiset kulut, vahingonkorvaukset ja sopimussakot",1738670,KKNR
2977,8130 Annetut akordit ja konserniavustukset,1752782,KKNR
2978,8150 Muut satunnaiset kulut,1766894,KKNR
2979,8500-8599 Poistoeron lisäys (vähennys),3305102,KKNR
2980,8500 Poistoeron lisäys,1781006,KKNR
2981,8550 Poistoeron vähennys,1795118,KKNR
2982,8600-8699 Varausten lisäys (vähennys),1809230,KKNR
2983,8600 Varausten lisäys,1823342,KKNR
2984,8650 Varausten vähennys,1837454,KKNR
2985,8700-8759 Rahastojen lisäys (vähennys),1851566,KKNR
2986,8700 Rahastojen lisäys,1865678,KKNR
2987,8750 Rahastojen vähennys,1879790,KKNR
2988,8800-8800 Tilikauden ylijäämä (alijäämä),3573230,KKNR
2989,"8800 Tilikauden ylijäämä (alijäämä), tili",3163982,KKNR
2990,Luontoisetujen raha-arvot,525038,KKNR
2991,Palautusjärjestelmän arvonlisävero käyttötaloudesta,412142,KKNR
2992,Toimintatuotot,3319215,KKNR
2993,3000-3199 Myyntituotot,3333327,KKNR
2994,"3005 Myyntituotot, tili",3051087,KKNR
2995,3200-3299 Maksutuotot,3361551,KKNR
2996,"3295 Maksutuotot, tili",3065199,KKNR
2997,3300-3399 Tuet ja avustukset,3375663,KKNR
2998,3300 Tuet ja avustukset (muilta),2232591,KKNR
2999,3350 Tuet ja avustukset muilta kunnilta,2938191,KKNR
3000,3390 Palkkatuki,1893903,KKNR
3001,3400-3559 Muut toimintatuotot,3389775,KKNR
3002,3400-3499 Vuokratuotot,3403887,KKNR
3003,"3499 Vuokratuotot, muut",2204367,KKNR
3004,3440 Maa- ja vesialueiden vuokratuotot,2218479,KKNR
3005,3500-3559 Muut tuotot,793167,KKNR
3006,3510 Pysyvien vastaavien hyödykkeiden luovutusvoitot,779055,KKNR
3007,3521 Vakuutusyhtiöiden vahinkovakuutuskorvaukset,1922127,KKNR
3008,"3530 Muut tuotot, erittelemättömät",807279,KKNR
3009,3536 Sakot ja uhkasakot,1216527,KKNR
3010,3700-3799 Valmistus omaan käyttöön,2881743,KKNR
3011,"3710 Valmistus omaan käyttöön, tili",3079311,KKNR
3012,Toimintakulut,3417999,KKNR
3013,4000-4299 Henkilöstökulut,3276879,KKNR
3014,4000-4099 Palkat ja palkkiot,3347439,KKNR
3015,4000 Maksetut palkat ja palkkiot,2246703,KKNR
3016,4060 Jaksotetut palkat ja palkkiot,2260815,KKNR
3017,4065 Aktivoidut palkat ja palkkiot,2274927,KKNR
3018,4090 Henkilöstökorvaukset,2289039,KKNR
3019,4100-4229 Henkilösivukulut,3488559,KKNR
3020,4100-4149 Eläkekulut,3587343,KKNR
3021,4110 Eläkevakuutusmaksut,2303151,KKNR
3022,4120 Maksetut eläkkeet,2317263,KKNR
3023,4130 Jaksotetut eläkekulut,2331375,KKNR
3024,4135 Aktivoidut eläkemenot,2345487,KKNR
3025,4150-4229 Muut henkilösivukulut,4321167,KKNR
3026,"4210 Muut henkilösivukulut, erittelemättömät",2373711,KKNR
3027,4190 Jaksotetut  sosiaalivakuutusmaksut,2387823,KKNR
3028,4200 Aktivoidut sosiaalivakuutusmaksut,2401935,KKNR
3029,4300-4499 Palvelujen ostot,383919,KKNR
3030,4300-4339 Asiakaspalvelujen ostot,2416047,KKNR
3031,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430159,KKNR
3032,4315 Palveluseteli,2444271,KKNR
3033,4340-4499 Muiden palvelujen ostot,2458383,KKNR
3034,4340 Asiantuntijapalvelut,2740623,KKNR
3035,4341 Toimistopalvelut,2754735,KKNR
3036,4342 ICT-palvelut,2472495,KKNR
3037,4344 Rahoitus- ja pankkipalvelut,2486607,KKNR
3038,4346 Työvoiman vuokraus,2500719,KKNR
3039,"4350 Painatukset, ilmoitukset ja markkinointi",2514831,KKNR
3040,4360 Posti- ja kuriiripalvelut,2528943,KKNR
3041,4370 Vakuutukset,2867631,KKNR
3042,4380 Puhtaanapito- ja pesulapalvelut,2543055,KKNR
3043,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557167,KKNR
3044,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571279,KKNR
3045,4410 Majoitus- ja ravitsemispalvelut,2585391,KKNR
3046,4420 Matkustus- ja kuljetuspalvelut,2599503,KKNR
3047,4430 Sosiaali- ja terveyspalvelut,2613615,KKNR
3048,4440 Koulutus- ja kulttuuripalvelut,2627727,KKNR
3049,4445 Koulutuskorvaukset työnantajille,2924079,KKNR
3050,4450 Osuus verotuskustannuksiin,2641839,KKNR
3051,4460 Muut yhteistoimintaosuudet,2655951,KKNR
3052,4470 Muut palvelut,2670063,KKNR
3053,4480 Aktivoidut palvelujen ostot,2684175,KKNR
3054,"4500-4699 Aineet, tarvikkeet ja tavarat",426255,KKNR
3055,4500-4699 Ostot tilikauden aikana,3559119,KKNR
3056,4500 Toimisto- ja koulutarvikkeet,1936239,KKNR
3057,4510 Kirjallisuus,1950351,KKNR
3058,4520 Elintarvikkeet,1964463,KKNR
3059,4530 Vaatteisto,1978575,KKNR
3060,4533 Lääkkeet,2768847,KKNR
3061,4534 Hoitotarvikkeet,2782959,KKNR
3062,4550 Puhdistusaineet ja -tarvikkeet,1992687,KKNR
3063,4560 Poltto- ja voiteluaineet,2006799,KKNR
3064,4568 Lämmitys,2020911,KKNR
3065,4569 Sähkö ja kaasu,2035023,KKNR
3066,4570 Vesi,2049135,KKNR
3067,4580 Kalusto,2063247,KKNR
3068,4590 Rakennusmateriaali,2077359,KKNR
3069,4600 Muu materiaali,2091471,KKNR
3070,"4640 Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",2105583,KKNR
3071,4700-4799 Avustukset,3432111,KKNR
3072,4700 - 4739 Avustukset kotitalouksille,2119695,KKNR
3073,"4710 Omaishoidon tuki, hoitopalkkiot",2797071,KKNR
3074,4712 Kotihoidon tuki,2952303,KKNR
3075,4713 Kotihoidon tuen kuntalisä,2966415,KKNR
3076,4714 Yksityisen hoidon tuki,2980527,KKNR
3077,4715 Yksityisen hoidon tuen kuntalisä,2994639,KKNR
3078,4716 Osittainen hoitoraha,3008751,KKNR
3079,4717 Joustava hoitoraha,3022863,KKNR
3080,4721 Täydentävä toimeentulotuki,2811183,KKNR
3081,4722 Ehkäisevä toimeentulotuki,2825295,KKNR
3082,4723 Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,2726511,KKNR
3083,4739 Muut avustukset kotitalouksille,2133807,KKNR
3084,4742 Avustukset yhteisöille,2147919,KKNR
3085,4800-4995 Muut toimintakulut,3446223,KKNR
3086,4800-4899 Vuokrakulut,2698287,KKNR
3087,4810 Maa- ja vesialueiden vuokrakulut,1908015,KKNR
3088,4820 Rakennusten ja huoneistojen vuokrat,2162031,KKNR
3089,4830 Koneiden ja laitteiden vuokrat,2176143,KKNR
3090,4890 Muut vuokrat,2190255,KKNR
3091,4899 Aktivoidut vuokrakulut,3036975,KKNR
3092,4900-4995 Muut kulut,2712399,KKNR
3093,4901 Jätevero,821391,KKNR
3094,4910 Muut välilliset ja välittömät verot,835503,KKNR
3095,4920 Pysyvien vastaavien hyödykkeiden luovutustappiot,849615,KKNR
3096,4921 Luottotappiot toimintatuotoista (myyntisaamiset),1089519,KKNR
3097,4930 Takaustappiot,1103631,KKNR
3098,4931 Takauskorvausten takaisinperinnät,1117743,KKNR
3099,"4940 Muut toimintakulut, erittelemättömät",1131855,KKNR
3100,4990 Aktivoidut muut kulut,1145967,KKNR
3101,5000-5499 Verotulot,3460335,KKNR
3102,5000 Kunnan tulovero,3474447,KKNR
3103,5100 Kiinteistövero,1160079,KKNR
3104,5200 Osuus yhteisöveron tuotosta,3502671,KKNR
3105,5400 Muut verotulot,3516783,KKNR
3106,5500-5899 Valtionosuudet,3530895,KKNR
3107,5501-5503 Kunnan peruspalvelujen valtionosuus,1174191,KKNR
3108,5501 Kunnan peruspalvelujen valtionosuus (ilman tasauksia),1188303,KKNR
3109,5502 Verotuloihin perustuva valtionosuuksien tasaus,1202415,KKNR
3110,5503 Järjestelmämuutoksen tasaus,1230639,KKNR
3111,5700-5899 Muut valtionosuudet,1244751,KKNR
3112,5701 Opetus- ja kulttuuritoimen muut valtionosuudet,1258863,KKNR
3113,5801 Harkinnanvarainen valtionosuuden korotus,1272975,KKNR
3114,5850 Muut erittelemättömät valtionosuudet,1287087,KKNR
3115,5890 Verotulojen menetysten kompensaatio,3290991,KKNR
3116,6000-6999 Rahoitustuotot ja -kulut + (-),510927,KKNR
3117,6000-6099 Korkotuotot,496815,KKNR
3118,6040 Korkotuotot antolainoista,1301199,KKNR
3119,6050 Muut korkotuotot,1315311,KKNR
3120,6055 Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),2895855,KKNR
3121,6100-6199 Muut rahoitustuotot,482703,KKNR
3122,6100 Osinkotuotot ja osuuspääomien korot,1329423,KKNR
3123,6115 Korvaus peruspääomasta,1343535,KKNR
3124,6116 Korvaus jäännöspääomasta,1357647,KKNR
3125,6120 Verotilitysten korot ja korotukset,1371759,KKNR
3126,6130 Viivästyskorot,1385871,KKNR
3127,6140 Peruspääoman korot kuntayhtymiltä,1399983,KKNR
3128,6150 Kurssivoitot rahoituslainoista,1414095,KKNR
3129,6160 Arvopapereiden luovutusvoitot,1428207,KKNR
3130,6169 Korkojohdannaisiin liittyvät tuotot (ei-suojaava),1442319,KKNR
3131,6170 Muut erittelemättömät rahoitustuotot,1456431,KKNR
3132,6176 Takausprovisiot,1470543,KKNR
3133,6180 Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),1484655,KKNR
3134,6200-6299 Korkokulut,454479,KKNR
3135,6255 Korkokulut lainoista ulkopuolisilta,2839407,KKNR
3136,6270 Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),2909967,KKNR
3137,6300-6399 Muut rahoituskulut,468591,KKNR
3138,6330 Kurssitappiot rahoituslainoista,1498767,KKNR
3139,6335 Arvopapereiden luovutustappiot,1512879,KKNR
3140,6360 Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,1526991,KKNR
3141,6370 Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),1541103,KKNR
3142,6379 Korkojohdannaisiin liittyvät kulut (ei-suojaava),1555215,KKNR
3143,6380 Muut erittelemättömät rahoituskulut,1569327,KKNR
3144,7000-7299 Poistot ja arvonalentumiset,3206319,KKNR
3145,7100-7199 Suunnitelman mukaiset poistot,3220431,KKNR
3146,"7170 Suunnitelman mukaiset poistot, erittelemättömät",1583439,KKNR
3147,7180 Kertaluonteiset poistot,1597551,KKNR
3148,"7190 Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot (epäolennaiset, ellei muissa tuotoissa/kuluissa)",1611663,KKNR
3149,7230-7299 Arvonalentumiset,3545007,KKNR
3150,7230 Pysyvien vastaavien hyödykkeiden arvonalentumiset,1625775,KKNR
3151,7240 Muut arvonalentumiset,1639887,KKNR
3152,8000-8199 Satunnaiset erät + (-),3262767,KKNR
3153,8000-8099 Satunnaiset tuotot,3248655,KKNR
3154,"8000 Satunnaiset tuotot, pysyvien vastaavien hyödykkeiden luovutusvoitot",1653999,KKNR
3155,"8010 Satunnaiset tuotot, omistusosuuksien luovutukset",1668111,KKNR
3156,"8020 Satunnaiset tuotot, vahingonkorvaukset ja sopimussakot",1682223,KKNR
3157,8050 Muut satunnaiset tuotot,1696335,KKNR
3158,8100-8199 Satunnaiset kulut,3234543,KKNR
3159,"8100 Satunnaiset kulut, pysyvien vastaavien hyödykkeiden luovutustappiot",1710447,KKNR
3160,"8110 Satunnaiset kulut, omistusosuuksien luovutukset",1724559,KKNR
3161,"8120 Satunnaiset kulut, vahingonkorvaukset ja sopimussakot",1738671,KKNR
3162,8130 Annetut akordit ja konserniavustukset,1752783,KKNR
3163,8150 Muut satunnaiset kulut,1766895,KKNR
3164,8500-8599 Poistoeron lisäys (vähennys),3305103,KKNR
3165,8500 Poistoeron lisäys,1781007,KKNR
3166,8550 Poistoeron vähennys,1795119,KKNR
3167,8600-8699 Varausten lisäys (vähennys),1809231,KKNR
3168,8600 Varausten lisäys,1823343,KKNR
3169,8650 Varausten vähennys,1837455,KKNR
3170,8700-8759 Rahastojen lisäys (vähennys),1851567,KKNR
3171,8700 Rahastojen lisäys,1865679,KKNR
3172,8750 Rahastojen vähennys,1879791,KKNR
3173,8800-8800 Tilikauden ylijäämä (alijäämä),3573231,KKNR
3174,"8800 Tilikauden ylijäämä (alijäämä), tili",3163983,KKNR
3175,Luontoisetujen raha-arvot,525039,KKNR
3176,Palautusjärjestelmän arvonlisävero käyttötaloudesta,412143,KKNR
3177,Toimintatuotot,3319216,KKNR
3178,3000-3199 Myyntituotot,3333328,KKNR
3179,"3005 Myyntituotot, tili",3051088,KKNR
3180,3200-3299 Maksutuotot,3361552,KKNR
3181,"3295 Maksutuotot, tili",3065200,KKNR
3182,3300-3399 Tuet ja avustukset,3375664,KKNR
3183,3300 Tuet ja avustukset (muilta),2232592,KKNR
3184,3350 Tuet ja avustukset muilta kunnilta,2938192,KKNR
3185,3390 Palkkatuki,1893904,KKNR
3186,3400-3559 Muut toimintatuotot,3389776,KKNR
3187,3400-3499 Vuokratuotot,3403888,KKNR
3188,"3499 Vuokratuotot, muut",2204368,KKNR
3189,3440 Maa- ja vesialueiden vuokratuotot,2218480,KKNR
3190,3500-3559 Muut tuotot,793168,KKNR
3191,3510 Pysyvien vastaavien hyödykkeiden luovutusvoitot,779056,KKNR
3192,3521 Vakuutusyhtiöiden vahinkovakuutuskorvaukset,1922128,KKNR
3193,"3530 Muut tuotot, erittelemättömät",807280,KKNR
3194,3536 Sakot ja uhkasakot,1216528,KKNR
3195,3700-3799 Valmistus omaan käyttöön,2881744,KKNR
3196,"3710 Valmistus omaan käyttöön, tili",3079312,KKNR
3197,Toimintakulut,3418000,KKNR
3198,4000-4299 Henkilöstökulut,3276880,KKNR
3199,4000-4099 Palkat ja palkkiot,3347440,KKNR
3200,4000 Maksetut palkat ja palkkiot,2246704,KKNR
3201,4060 Jaksotetut palkat ja palkkiot,2260816,KKNR
3202,4065 Aktivoidut palkat ja palkkiot,2274928,KKNR
3203,4090 Henkilöstökorvaukset,2289040,KKNR
3204,4100-4229 Henkilösivukulut,3488560,KKNR
3205,4100-4149 Eläkekulut,3587344,KKNR
3206,4110 Eläkevakuutusmaksut,2303152,KKNR
3207,4120 Maksetut eläkkeet,2317264,KKNR
3208,4130 Jaksotetut eläkekulut,2331376,KKNR
3209,4135 Aktivoidut eläkemenot,2345488,KKNR
3210,4150-4229 Muut henkilösivukulut,4321168,KKNR
3211,"4210 Muut henkilösivukulut, erittelemättömät",2373712,KKNR
3212,4190 Jaksotetut  sosiaalivakuutusmaksut,2387824,KKNR
3213,4200 Aktivoidut sosiaalivakuutusmaksut,2401936,KKNR
3214,4300-4499 Palvelujen ostot,383920,KKNR
3215,4300-4339 Asiakaspalvelujen ostot,2416048,KKNR
3216,"4300 Asiakaspalvelujen ostot, erittelemättömät",2430160,KKNR
3217,4315 Palveluseteli,2444272,KKNR
3218,4340-4499 Muiden palvelujen ostot,2458384,KKNR
3219,4340 Asiantuntijapalvelut,2740624,KKNR
3220,4341 Toimistopalvelut,2754736,KKNR
3221,4342 ICT-palvelut,2472496,KKNR
3222,4344 Rahoitus- ja pankkipalvelut,2486608,KKNR
3223,4346 Työvoiman vuokraus,2500720,KKNR
3224,"4350 Painatukset, ilmoitukset ja markkinointi",2514832,KKNR
3225,4360 Posti- ja kuriiripalvelut,2528944,KKNR
3226,4370 Vakuutukset,2867632,KKNR
3227,4380 Puhtaanapito- ja pesulapalvelut,2543056,KKNR
3228,4390 Rakennusten ja alueiden rakentamis- ja kunnossapitopalvelut,2557168,KKNR
3229,"4400 Koneiden, kaluston ja laitteiden rakentamis- ja kunnossapitopalvelut",2571280,KKNR
3230,4410 Majoitus- ja ravitsemispalvelut,2585392,KKNR
3231,4420 Matkustus- ja kuljetuspalvelut,2599504,KKNR
3232,4430 Sosiaali- ja terveyspalvelut,2613616,KKNR
3233,4440 Koulutus- ja kulttuuripalvelut,2627728,KKNR
3234,4445 Koulutuskorvaukset työnantajille,2924080,KKNR
3235,4450 Osuus verotuskustannuksiin,2641840,KKNR
3236,4460 Muut yhteistoimintaosuudet,2655952,KKNR
3237,4470 Muut palvelut,2670064,KKNR
3238,4480 Aktivoidut palvelujen ostot,2684176,KKNR
3239,"4500-4699 Aineet, tarvikkeet ja tavarat",426256,KKNR
3240,4500-4699 Ostot tilikauden aikana,3559120,KKNR
3241,4500 Toimisto- ja koulutarvikkeet,1936240,KKNR
3242,4510 Kirjallisuus,1950352,KKNR
3243,4520 Elintarvikkeet,1964464,KKNR
3244,4530 Vaatteisto,1978576,KKNR
3245,4533 Lääkkeet,2768848,KKNR
3246,4534 Hoitotarvikkeet,2782960,KKNR
3247,4550 Puhdistusaineet ja -tarvikkeet,1992688,KKNR
3248,4560 Poltto- ja voiteluaineet,2006800,KKNR
3249,4568 Lämmitys,2020912,KKNR
3250,4569 Sähkö ja kaasu,2035024,KKNR
3251,4570 Vesi,2049136,KKNR
3252,4580 Kalusto,2063248,KKNR
3253,4590 Rakennusmateriaali,2077360,KKNR
3254,4600 Muu materiaali,2091472,KKNR
3255,"4640 Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",2105584,KKNR
3256,4700-4799 Avustukset,3432112,KKNR
3257,4700 - 4739 Avustukset kotitalouksille,2119696,KKNR
3258,"4710 Omaishoidon tuki, hoitopalkkiot",2797072,KKNR
3259,4712 Kotihoidon tuki,2952304,KKNR
3260,4713 Kotihoidon tuen kuntalisä,2966416,KKNR
3261,4714 Yksityisen hoidon tuki,2980528,KKNR
3262,4715 Yksityisen hoidon tuen kuntalisä,2994640,KKNR
3263,4716 Osittainen hoitoraha,3008752,KKNR
3264,4717 Joustava hoitoraha,3022864,KKNR
3265,4721 Täydentävä toimeentulotuki,2811184,KKNR
