,Toslaji ,Tili,Tilin nimi,Kp,KP:n nimi,Tositepvm,Tositenumero,Tot eurot,Toimittajan nimi, Toimittaja Y-tun/sotu,Docid
151,OR1,4315,Asiakaspalvelujen ostot muilta,3091,Veteraanikuntoutus2015-,2018-08-15 00:00:00,20219443,47.5,JALKAHOITOLA TUULA PARVIAINEN,1210277-6,386953
152,OR1,4315,Asiakaspalvelujen ostot muilta,3091,Veteraanikuntoutus2015-,2018-08-22 00:00:00,20219747,42.07,VALTIOKONTTORI,0245440-1,388249
153,OR1,4315,Asiakaspalvelujen ostot muilta,3091,Veteraanikuntoutus2015-,2018-08-30 00:00:00,20220252,96.9,FYSIOS PIRKANMAA OY / ROPO LASKUTUS,0286936-7,389379
154,OR1,4315,Asiakaspalvelujen ostot muilta,3091,Veteraanikuntoutus2015-,2018-08-30 00:00:00,20220253,96.9,FYSIOS PIRKANMAA OY / ROPO LASKUTUS,0286936-7,389380
155,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-01 00:00:00,20219332,120.51,PREMIUS OY KUNTOUTUS JA KOULUTUSKLI,1823042-9,386929
156,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-16 00:00:00,20219335,325.85,BODYMIND OY KUNTOUTUSPALVELUT,1907069-0,387021
157,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-30 00:00:00,20220982,108.3,FYSIOS PIRKANMAA OY / ROPO LASKUTUS,0286936-7,389378
158,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-30 00:00:00,20220983,1960.09,KUNNON HELMI,1315256-4/1,389416
159,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-30 00:00:00,20221586,258.4,FYSIOS PIRKANMAA OY / ROPO LASKUTUS,0286936-7,389389
160,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20220992,967.57,PUHETERAPIA SANASUU,2883570-4 /,389708
161,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20220993,1649.2,NEUROPSYKOLOGIPALVELU NELLI OY,2877413-9,389712
162,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221017,1413.6,NEUROPSYKOLOGIPALVELU NELLI OY,2877413-9,390388
163,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221035,305.52,VLK:N FYSIKAALINEN HOITOLAITOS,0223354-5,391351
164,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221610,298.2,TOIMINTATERAPIA JAANA JUHOLA,2519550-2,391321
165,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221632,342,MEDIFAMILIA OY,2008940-1,392444
166,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221634,90.91,PREMIUS OY KUNTOUTUS JA KOULUTUSKLI,1823042-9,392464
167,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221639,361.95,NEUROPSYKOLOGIPALVELU FRONTAALI OY,1437685-0,392695
168,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221648,1919,TERAPIA-TEAM OY M&P/FYSIOS TERAPIA-,2721526-3,393004
169,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221649,967.57,PUHETERAPIA SANASUU,2883570-4 /,393075
170,OR1,4315,Asiakaspalvelujen ostot muilta,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221995,601.35,HIPPO TERAPIAKLINIKKA OY,2490289-3,393748
171,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-02 00:00:00,20217794,273.6,WALKIAKOSKEN TERVEYSPISTE OY,1493408-2,384167
172,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-15 00:00:00,20219103,2420.3,SYRÄMMELLÄ TMI,2220569-9 /,386941
173,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-17 00:00:00,20219279,90.25,KOTIAPU MARJA VIERIMAA,2100680-7 /,387418
174,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-22 00:00:00,20219869,280.76,SYRÄMMELLÄ TMI,2220569-9 /,388203
175,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-27 00:00:00,20219895,68.4,WALKIAKOSKEN TERVEYSPISTE OY,1493408-2,388753
176,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-27 00:00:00,20219896,273.6,WALKIAKOSKEN TERVEYSPISTE OY,1493408-2,388766
177,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-29 00:00:00,20220130,575.89,SYRÄMMELLÄ TMI,2220569-9 /,389121
178,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220910,68.95,WAALIA OY,2674592-4,389774
179,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220912,165.47,WAALIA OY,2674592-4,389776
180,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220937,303.36,WAALIA OY,2674592-4,391044
181,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220938,96.53,WAALIA OY,2674592-4,391045
182,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220941,399,TAHVANAINEN MERVI TMI,1795259-3 /,391303
183,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220944,133,KOTIPALVELU HANNA OLKKOLA,2809932-1 /,391308
184,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220945,133,KOTIPALVELU HANNA OLKKOLA,2809932-1 /,391309
185,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220946,66.5,KOTIPALVELU HANNA OLKKOLA,2809932-1 /,391310
186,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220947,1387,KOTIPALVELU RAIJA MATTILA,1785981-5 /,391312
187,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220949,333.92,HOITOTIIMI HELMET,2016210-8 /,391355
188,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220951,10413.9,HOITOTIIMI HELMET,2016210-8 /,391357
189,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20220952,2067.2,HOITOTIIMI HELMET,2016210-8 /,391358
190,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221401,145.25,SIIVOUSSISSIT / ROPO LASKUTUSPALV.,2267004-8,391669
191,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221410,361,KOTIAPU SINIKKA TMI,1122621-6 /,392462
192,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221412,133,KOTIAPU TARJA HUPANEN,1649170-5 /,392480
193,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221417,1064,JP-KOTIAPU OY,2886858-1 /,392502
194,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221421,1101.05,JP-KOTIAPU OY,2886858-1 /,392506
195,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221422,3266.1,JP-KOTIAPU OY,2886858-1 /,392507
196,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221424,313.12,STELLA KOTIPALVELUT OY,0968381-3,392619
197,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221434,25.65,STELLA KOTIPALVELUT OY,0968381-3,392930
198,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221435,25.65,STELLA KOTIPALVELUT OY,0968381-3,392931
199,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221721,827.21,STELLA KOTIPALVELUT OY,0968381-3,392910
200,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221722,7916.24,STELLA KOTIPALVELUT OY,0968381-3,392911
201,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221723,12295.33,STELLA KOTIPALVELUT OY,0968381-3,392912
202,OR1,4315,Asiakaspalvelujen ostot muilta,3110,Kotihoito,2018-08-31 00:00:00,20221740,2587.53,SYRÄMMELLÄ TMI,2220569-9 /,393262
203,OR1,4315,Asiakaspalvelujen ostot muilta,3120,Tukipalvelut,2018-08-31 00:00:00,20221423,1137.16,STELLA KOTIPALVELUT OY,0968381-3,392618
204,OR1,4315,Asiakaspalvelujen ostot muilta,3120,Tukipalvelut,2018-08-31 00:00:00,20221433,25.65,STELLA KOTIPALVELUT OY,0968381-3,392928
205,OR1,4315,Asiakaspalvelujen ostot muilta,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221537,1965.55,STELLA KOTIPALVELUT OY,0968381-3,392914
206,OR1,4315,Asiakaspalvelujen ostot muilta,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221541,30.97,STELLA KOTIPALVELUT OY,0968381-3,392929
207,OR1,4315,Asiakaspalvelujen ostot muilta,3140,Tehostettu palv.as. ostopalv.,2018-08-31 00:00:00,20220933,203572.73,MEHILÄINEN HOIVAPALVELUT OY,2099743-4,390990
208,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-03 00:00:00,20218803,3363.48,MEHILÄINEN ARWOLA OY,1980620-7,384407
209,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-06 00:00:00,20218817,88.22,PIRKANMAAN OSUUSKAUPPA,0536307-0,384953
210,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-06 00:00:00,20218817,2.94,PIRKANMAAN OSUUSKAUPPA,0536307-0,384953
211,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-09 00:00:00,20218834,361.47,PELASTAKAA LAPSET RY,0116788-1,385781
212,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-09 00:00:00,20218835,74.55,LASER GAME FINLAND OY,0939065-8,385789
213,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-15 00:00:00,20219085,290,KORKEASAAREN ELÄINTARHAN SÄÄTIÖ SR,2864471-3,386755
214,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-15 00:00:00,20219085,8.06,KORKEASAAREN ELÄINTARHAN SÄÄTIÖ SR,2864471-3,386755
215,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-24 00:00:00,20219950,2217.2,PELASTAKAA LAPSET RY,0116788-1,388406
216,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-31 00:00:00,20221591,144.78,PELASTAKAA LAPSET RY,0116788-1,389711
217,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-31 00:00:00,20221829,3363.48,MEHILÄINEN ARWOLA OY,1980620-7,390916
218,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-31 00:00:00,20221833,10090.45,MEHILÄINEN ARWOLA OY,1980620-7,390988
219,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-31 00:00:00,20221840,635.5,HÄMEEN SPES OY,2529024-3,391441
220,OR1,4315,Asiakaspalvelujen ostot muilta,3257,Arviointi- ja sos. tuen palv.,2018-08-31 00:00:00,20221856,3954.98,ESPERI CARE OY,2017532-6,391788
221,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-01 00:00:00,20218017,7362.5,VAAHLE OY,1979138-3,383359
222,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-01 00:00:00,20218024,8956.12,PELASTAKAA LAPSET RY,0116788-1,383605
223,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-01 00:00:00,20221100,33048,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,385799
224,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-02 00:00:00,20218236,1121,PROFIAM SOSIAALIPALVELUT OY,2695288-6,383973
225,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-03 00:00:00,20218434,370.5,LOVENA OY/LASTEN- JA NUORTENKOTI NO,2059352-8,384372
226,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-20 00:00:00,20219619,10572.55,KUMPUNIITTY OY,1700598-3,387796
227,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-20 00:00:00,20219620,7438.5,KUMPUNIITTY OY,1700598-3,387797
228,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-27 00:00:00,20219960,7657,ARSISU OY / PERHEKOTI KARHU,1701108-0,388794
229,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-27 00:00:00,20221575,6233.9,NOKIAN KAUPUNKI,0205717-4,388640
230,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-28 00:00:00,20221578,8010.4,HOLVIKOTI OY/HOLVIKAARI,2123570-6,388851
231,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-28 00:00:00,20221579,8010.4,HOLVIKOTI OY/HOLVIKAARI,2123570-6,388852
232,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-29 00:00:00,20221581,17206.87,PELASTAKAA LAPSET RY,0116788-1,389049
233,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-29 00:00:00,20221583,8393.25,KONSTAN KOTI JA KOULU OY,1062839-5,389072
234,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-30 00:00:00,20221584,456,PELASTAKAA LAPSET RY,0116788-1,389237
235,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-30 00:00:00,20221585,8393.25,MATIIMI OY,0706096-2,389254
236,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221589,7009.1,NUORISOKOTI ERMI OY,1797642-1,389709
237,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221590,456,PELASTAKAA LAPSET RY,0116788-1,389710
238,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221592,11534.98,FAMILAR OY,2300134-8,389759
239,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221593,11534.98,FAMILAR OY,2300134-8,389760
240,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221596,7922.05,SOSPRO KANTA-HÄME OY,1055737-1,389777
241,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221603,8010.4,PELASTAKAA LAPSET RY,0116788-1,390387
242,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221605,14725,PELASTAKAA LAPSET RY/KAARIKOTO,0403635-0,390476
243,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221606,14725,PELASTAKAA LAPSET RY/KAARIKOTO,0403635-0,390478
244,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221607,432.25,PELASTAKAA LAPSET RY/KAARIKOTO,0403635-0,390479
245,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221822,864.5,FAMILAR OY,2300134-8,390505
246,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221823,9954.1,PERHEKUNTOUTUSKESKUS LAUSTE RY,0774963-9,390515
247,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221825,12369,PRO MANORS OY,1886751-8,390520
248,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221830,9471.12,NUORISOPSYKIATRINEN ASUMISKOTI PURO,1744507-3,390960
249,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221832,4106.85,FAMILAR OY,2300134-8,390987
250,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221834,4106.85,FAMILAR OY,2300134-8,390989
251,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221835,8951.62,FAMILAR OY,2300134-8,390991
252,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221837,15549.6,KINNALATUPA OY,2250005-7,391054
253,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221839,7657,ARSISU OY / PERHEKOTI KARHU,1701108-0,391337
254,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221847,13623.09,YLÖJÄRVEN KAUPUNKI,0158221-7,391737
255,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221853,568,LASTENSUOJELULAITOS RAVANI OY,1778504-3,391783
256,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221857,7185.8,LOVENA OY/LASTEN- JA NUORTENKOTI NO,2059352-8,391804
257,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221858,520,LOVENA OY/LASTEN- JA NUORTENKOTI NO,2059352-8,391805
258,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221859,10307.5,NUORISTOKOTI JALOVERSO OY,2773833-9,391806
259,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221916,13418.75,THL TERVEYDEN JA HYVINVOINNIN LAITO,0986674-0,392623
260,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221917,1815,SOSIAALIPALVELUT KELOPUU OY,2739267-3,392667
261,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221918,1848,SOSIAALIPALVELUT KELOPUU OY,2739267-3,392668
262,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221920,800,LAHDEN ENSI- JA TURVAKOTI RY,0149651-1,392684
263,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221924,298.8,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,392898
264,OR1,4315,Asiakaspalvelujen ostot muilta,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221926,11426.6,HELSINGIN ENSIKOTI RY,0201240-0,392919
265,OR1,4315,Asiakaspalvelujen ostot muilta,3268,Maahanmuuttajapalvelut,2018-08-03 00:00:00,20219528,24223.95,ABNOY OY,27738179,384260
266,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219525,7469.7,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,384003
267,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219531,3349.17,MEHILÄINEN HOIVAPALVELUT OY,2099743-4,384411
268,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219533,981.35,SOFIAKYLÄ OY,2344842-2,384484
269,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219537,5962.45,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,384928
270,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219545,71.94,TERJE BÖTKER /TERJEN SIIVOUSPALVELU,2474770-7 /,385581
271,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20219549,8639.68,HOIVAPALVELU AUNE OY,2039442-2,385601
272,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20220196,5450.02,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,385292
273,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20220197,759.9,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,385507
274,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-01 00:00:00,20220198,5763.95,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,385508
275,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-02 00:00:00,20220194,14535,PIHLAJALINNA ERITYISASUMISPALVELUT,2833691-3,384156
276,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-13 00:00:00,20221791,66087.7,KVPS TUKENA OY,2008528-3,386358
277,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221166,635.55,SOFIAKYLÄ OY,2344842-2,391052
278,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221176,54.38,TERJE BÖTKER /TERJEN SIIVOUSPALVELU,2474770-7 /,391440
279,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221831,4556.85,MEHILÄINEN HOIVAPALVELUT OY,2099743-4,390986
280,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221846,65986.05,KVPS TUKENA OY,2008528-3,391736
281,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221860,7259.42,INVALIDILIITON ASUMISPALVELUT OY,1948154-5,391808
282,OR1,4315,Asiakaspalvelujen ostot muilta,3286,Asumispalvelut,2018-08-31 00:00:00,20221971,15019.5,PIHLAJALINNA ERITYISASUMISPALVELUT,2833691-3,393906
283,OR1,4315,Asiakaspalvelujen ostot muilta,3287,Omaishoito,2018-08-01 00:00:00,20219527,957.6,ATTENDO OY,1755463-2,384250
284,OR1,4315,Asiakaspalvelujen ostot muilta,3287,Omaishoito,2018-08-01 00:00:00,20219534,5752.25,KEHITYSVAMMAISTEN PALVELUSÄÄTIÖ,0906150-4,384488
285,OR1,4315,Asiakaspalvelujen ostot muilta,3287,Omaishoito,2018-08-01 00:00:00,20219550,1453.47,HOIVAPALVELU AUNE OY,2039442-2,385603
286,OR1,4315,Asiakaspalvelujen ostot muilta,3287,Omaishoito,2018-08-31 00:00:00,20221940,5607.85,KEHITYSVAMMAISTEN PALVELUSÄÄTIÖ,0906150-4,393351
287,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20219535,199.5,KOTIPALVELU HANNA OLKKOLA,2809932-1 /,384677
288,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20219546,579.5,KOTIAPU PÄIVIN ILO,2523728-2 /,385591
289,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20219547,1072.07,KOTIAPU PÄIVIN ILO,2523728-2 /,385592
290,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20219548,1791.32,HOIVAPALVELU AUNE OY,2039442-2,385600
291,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20220189,178.59,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,369352
292,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221095,3812.16,MED GROUP OY,2080120-0,385273
293,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221095,649.8,MED GROUP OY,2080120-0,385273
294,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221099,2501,GYLLING ACCOUNTING VALKEKAOSKI OY,0974110-4,385525
295,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221104,1475.44,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386584
296,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221104,11.73,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386584
297,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221105,1047.28,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386585
298,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221105,483.98,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386585
299,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221106,801.32,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386586
300,OR1,4315,Asiakaspalvelujen ostot muilta,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20221107,2930.27,CITYWORK SOTE-PALVELUT OY/MED GROUP,2021765-3,386587
